filename,ahi tuna,almond,amaranth,anchovy,ant,apple,apple_cider,apricot,artichoke,artificial sweetener,arugula,asparagus,avocado,banana,barley,basil,bay leaf,bean,beef,beet,betel nut,bison,blackberry,blueberry,bonito,bony fish,broccoli,brussel sprout,bulgur wheat,butter,butterfish,cabbage,canola,cardamom,carrot,cashew,cauliflower,celery,chard,cheddar cheese,cherry,chia,chicken,cicerchia,cilantro,clementine,coconut,cod,coffee,corn,corn husk,cream,cricket,cucumber,dill,dragonfruit,duck,egg_chicken,egg_quail,eggplant,farro,fava bean,fig,fish_undetermined,flax seed,flower,garlic,ginger,goat cheese,grain_fermented,grape,grape_fermented,grapefruit,grasshopper,ground cherry,guava,hazelnut,hearts of palm,hemp seed,herring,honey,infusion,kale,kelp,kumquat,lamb,langostino,lemon,lentil,lettuce,lime,lizard,macadamia,mackerel,mandarin,mango,maple syrup,marigold,meat_undetermined,melon,milk,milk_cow,milk_goat,mint,mouse,mushroom,nasturtium,oat,onion,orange,oregano,parsley,passionfruit,pea,peach,peanut,pear,pepper,pig,pine nut,pineapple,pistachio,plantain,pomelo,poppy seed,potato,pumpkin,quinoa,rabbit,radish,raspberry,rat,rhubarb,rice,rock fish,rosemary,salmon,salt,sardine,seaweed,sesame,shrimp,silkworm,silversides,smelt,snail,soda,spinach,squash,squid,strawberry,sunflower,sweet potato,tea,thyme,tomato,trout,truffle black,turkey,veal,walnut,wheat,worm,yeast,yogurt_cow
4050202843.mzXML,0,0,0,0,0,136,1232,0,0,0,0,0,0,0,0,0,0,416,1767,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,124,0,0,0,0,0,0,0,167,0,0,0,0,0,517,131,0,90,0,65,0,0,61,178,0,0,0,0,0,96,0,0,0,0,0,170,70,162,0,0,0,0,0,0,0,154,60,0,0,0,0,93,0,0,77,76,0,85,0,432,0,0,0,0,57,0,133,197,56,0,269,67,0,108,106,64,0,0,0,0,0,0,0,193,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,68,0,87,134,0,88,0,0,103,0,0,0,455,0,628,599,0,0,107,0,181,91,0,992
4050203394.mzXML,0,0,0,0,0,102,1005,34,34,0,0,0,0,34,0,0,0,277,1170,0,0,0,0,38,0,0,0,0,0,39,68,0,0,0,100,0,0,0,0,0,0,0,119,0,0,0,0,0,506,89,43,73,0,52,0,0,41,106,0,0,0,0,0,67,0,0,0,0,0,168,64,138,0,0,0,0,0,0,0,105,48,0,0,0,0,68,0,0,37,60,0,50,0,290,0,0,0,0,43,0,71,131,47,0,156,56,0,70,78,55,0,0,0,0,0,35,41,181,184,0,0,0,0,0,0,0,0,49,0,0,0,0,0,132,0,0,0,0,0,0,0,46,0,57,83,0,62,0,0,72,39,0,0,234,0,541,360,0,0,81,0,143,54,0,777
4050203406.mzXML,0,0,0,0,0,142,1187,0,0,0,0,0,0,57,0,0,0,471,2264,0,0,0,0,65,0,0,0,0,0,55,148,0,0,0,142,0,0,0,0,0,0,0,196,0,0,0,0,0,766,168,0,102,0,79,0,0,62,211,0,0,0,0,0,112,0,0,0,0,0,181,89,166,0,0,0,0,0,0,0,167,62,0,0,0,0,113,0,54,89,76,0,91,0,463,0,0,0,0,71,0,130,198,65,0,258,73,0,138,118,92,0,0,0,0,0,66,61,271,271,0,0,0,0,0,0,0,0,81,0,0,0,0,0,269,0,0,0,0,53,0,0,86,0,77,144,0,79,0,0,147,63,0,0,483,0,962,617,0,0,110,0,255,109,0,860
4050203418.mzXML,0,0,0,0,0,117,1079,0,0,0,0,0,46,0,0,0,0,304,1260,0,0,0,0,50,0,0,0,0,0,0,84,0,0,0,121,0,0,0,0,0,0,0,125,0,0,0,0,0,426,108,0,74,0,63,0,0,45,141,0,0,0,0,0,70,0,0,0,0,0,153,68,134,0,0,0,0,0,0,0,112,53,0,0,0,0,77,0,0,53,77,0,66,0,314,0,0,0,0,48,0,112,147,50,0,188,68,0,81,92,57,0,0,0,0,0,0,49,211,206,0,0,0,0,0,0,0,0,51,0,0,0,0,0,151,0,0,0,0,0,0,0,51,0,64,98,0,68,0,0,83,0,0,0,425,0,688,393,0,0,92,0,169,66,0,886
4050202855.mzXML,0,72,0,43,35,119,907,45,73,26,37,38,77,76,26,49,0,639,2692,24,23,37,0,66,26,33,27,23,0,61,174,33,0,26,193,57,32,46,45,26,27,79,260,28,42,23,34,0,789,235,68,116,39,99,29,24,74,274,49,47,0,36,43,123,27,0,51,30,29,161,89,120,0,66,26,24,0,0,38,210,47,0,42,0,24,130,72,72,139,104,30,121,0,571,63,48,0,0,77,51,168,217,64,23,332,79,0,198,128,113,35,41,48,39,34,83,70,315,353,62,0,0,36,0,36,0,0,128,42,25,49,0,0,380,0,33,54,0,71,33,45,115,26,99,195,32,54,30,35,160,71,32,25,398,32,1276,751,29,53,123,60,329,130,39,878
4050202867.mzXML,0,0,0,0,0,79,823,0,0,0,0,0,47,0,0,0,0,294,809,0,0,0,0,41,0,0,0,0,0,0,50,0,0,0,79,27,0,0,0,0,0,31,75,0,0,0,0,0,395,69,43,50,0,43,0,0,0,80,0,27,0,0,0,40,0,0,32,0,0,122,63,94,0,27,0,0,0,0,0,68,46,0,0,0,0,48,0,27,44,47,0,50,0,203,0,0,0,0,31,0,72,121,32,0,100,49,0,66,68,50,0,0,0,0,0,46,42,179,134,27,0,0,0,0,0,0,0,49,0,0,0,0,0,102,0,33,0,0,0,0,0,40,0,39,56,0,44,0,0,53,34,0,0,228,0,491,247,0,0,57,35,127,54,0,682
4050202687.mzXML,0,0,0,0,0,102,690,0,0,0,0,0,0,0,0,0,0,163,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,54,0,0,0,0,0,407,55,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,85,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,135,0,0,0,0,0,0,62,99,0,0,66,0,0,0,55,0,0,0,0,0,0,0,0,103,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,416,0,385,143,0,0,0,0,107,0,0,456
4050201834.mzXML,0,0,0,0,0,126,1130,40,0,0,0,0,0,48,0,0,0,353,1488,0,0,0,0,50,0,0,0,0,0,43,81,0,0,0,124,0,0,0,0,0,0,0,128,0,0,0,0,0,551,119,40,75,0,63,0,0,44,118,0,0,0,0,0,81,0,0,0,0,0,194,80,152,0,0,0,0,0,0,0,112,64,0,0,0,0,85,0,42,57,72,0,57,0,315,0,0,0,0,51,0,96,174,54,0,174,71,0,91,100,72,0,0,0,0,0,40,48,216,187,0,0,0,0,0,0,0,0,66,0,0,0,0,0,174,0,0,0,0,0,0,0,49,0,68,93,0,76,0,0,91,45,0,0,352,0,754,414,0,0,91,0,195,74,0,942
4050201846.mzXML,0,45,0,0,0,94,590,30,44,0,0,0,46,46,0,33,0,401,1368,0,0,0,0,59,0,0,0,0,0,37,100,29,0,0,114,38,0,30,0,0,0,46,135,0,0,0,27,0,588,131,46,67,0,65,0,0,50,141,27,31,0,27,27,75,0,0,41,0,0,152,78,102,0,44,0,0,0,0,0,131,44,0,0,0,0,86,35,43,70,61,0,63,0,342,40,27,0,0,42,34,129,145,38,0,216,63,0,114,102,84,30,0,32,0,0,53,52,221,216,35,0,0,0,0,0,0,0,75,0,0,39,0,0,222,0,27,28,0,39,28,29,60,0,59,106,0,47,0,0,104,52,0,0,386,0,813,446,0,31,80,42,222,78,0,758
4050201955.mzXML,0,0,0,0,0,113,706,0,0,0,0,0,0,0,0,0,0,289,1427,0,0,0,0,55,0,0,0,0,0,0,106,0,0,0,111,0,0,0,0,0,0,0,145,0,0,0,0,0,615,110,0,78,0,56,0,0,0,156,0,0,0,0,0,88,0,0,0,0,0,134,65,142,0,0,0,0,0,0,0,138,53,0,0,0,0,87,0,0,61,73,0,68,0,323,0,0,0,0,0,0,109,147,0,0,215,55,0,85,78,67,0,0,0,0,0,0,0,169,204,0,0,0,0,0,0,0,0,53,0,0,0,0,0,167,0,0,0,0,0,0,0,56,0,55,112,0,78,0,0,109,0,0,0,538,0,562,431,0,0,95,0,168,72,0,705
4050201967.mzXML,0,0,0,0,0,133,1163,0,0,0,0,0,50,52,0,0,0,470,1792,0,0,0,0,57,0,0,0,0,0,56,105,0,0,0,150,0,0,0,0,0,0,49,176,0,0,0,0,0,610,145,0,80,0,80,0,0,58,169,0,0,0,0,0,100,0,0,0,0,0,177,78,162,0,52,0,0,0,0,0,145,60,0,0,0,0,104,0,0,90,94,0,73,0,392,0,0,0,0,58,0,141,176,57,0,254,75,0,125,108,77,0,0,0,0,0,59,55,217,265,0,0,0,0,0,0,0,0,83,0,0,0,0,0,248,0,0,0,0,0,0,0,67,0,63,124,0,83,0,0,106,53,0,0,442,0,843,534,0,0,105,0,233,85,0,876
4050201979.mzXML,0,0,0,0,0,102,939,0,0,0,0,0,39,37,0,0,0,371,1547,0,0,0,0,37,0,0,0,0,0,44,101,0,0,0,105,0,0,0,0,0,0,0,155,0,0,0,0,0,375,104,35,81,0,53,0,0,49,151,0,0,0,0,0,82,0,0,0,0,0,145,62,116,0,35,0,0,0,0,0,135,52,0,0,0,0,82,38,0,62,65,0,74,0,386,0,0,0,0,51,0,109,157,48,0,231,62,0,91,81,63,0,0,0,0,0,41,37,167,226,35,0,0,0,0,0,0,0,55,0,0,0,0,0,162,0,0,0,0,36,0,0,62,0,70,107,0,62,0,0,96,41,0,0,303,0,481,476,0,0,99,35,183,70,0,706
4050201991.mzXML,0,58,0,0,0,141,1139,44,55,0,0,0,62,64,0,47,0,630,2108,0,0,0,0,62,0,0,0,0,0,59,151,0,0,0,166,52,0,46,46,0,0,63,206,0,0,0,0,0,686,183,50,105,0,88,0,0,72,212,0,0,0,0,0,115,0,0,53,0,0,182,93,158,0,55,0,0,0,0,0,183,60,0,0,0,0,110,54,67,120,99,0,98,0,506,53,46,0,0,61,49,135,194,64,0,311,80,0,160,134,105,0,0,46,0,0,82,62,291,297,54,0,0,0,0,0,0,0,94,0,0,58,0,0,303,0,0,0,0,51,0,0,96,0,90,165,0,67,0,0,139,67,0,0,456,0,1043,685,0,48,110,53,264,120,0,743
4050202003.mzXML,0,0,0,0,0,110,953,0,0,0,0,0,50,48,0,0,0,468,1815,0,0,0,0,50,0,0,0,0,0,50,111,0,0,0,124,0,0,0,0,0,0,54,173,0,0,0,0,0,602,139,49,84,0,63,0,0,60,175,0,0,0,0,0,97,0,0,0,0,0,177,77,149,0,47,0,0,0,0,0,157,55,0,0,0,0,107,0,49,85,75,0,84,0,439,0,0,0,0,56,0,121,169,58,0,269,66,0,120,98,69,0,0,0,0,0,57,48,212,260,0,0,0,0,0,0,0,0,77,0,0,48,0,0,224,0,0,0,0,0,0,0,73,0,72,139,0,59,0,0,112,47,0,0,443,0,781,537,0,0,102,45,219,91,0,894
4050201823.mzXML,0,0,0,0,0,114,1060,0,0,0,0,0,0,49,0,0,0,357,1522,0,0,0,0,0,0,0,0,0,0,50,88,0,0,0,115,0,0,0,0,0,0,0,150,0,0,0,0,0,569,123,0,81,0,62,0,0,54,135,0,0,0,0,0,92,0,0,0,0,0,177,70,148,0,0,0,0,0,0,0,131,53,0,0,0,0,88,0,0,56,64,0,56,0,339,0,0,0,0,51,0,104,160,53,0,203,63,0,99,99,60,0,0,0,0,0,0,50,207,211,0,0,0,0,0,0,0,0,58,0,0,0,0,0,194,0,0,0,0,0,0,0,53,0,70,105,0,62,0,0,93,0,0,0,394,0,782,480,0,0,99,0,167,83,0,820
4050193521.mzXML,0,42,0,0,0,108,898,0,40,0,0,0,43,45,0,35,0,384,1195,0,0,0,0,51,0,0,0,0,0,38,69,0,0,0,118,41,0,33,0,0,0,42,121,0,0,0,0,0,710,116,33,71,0,72,0,0,41,117,0,37,0,0,0,69,0,0,35,0,0,134,82,118,0,35,0,0,0,0,0,93,51,0,0,0,0,75,0,49,71,67,0,53,0,269,42,0,0,0,47,37,122,178,45,0,181,63,0,108,95,83,0,0,0,0,0,46,59,249,179,0,0,0,0,0,0,0,0,68,0,0,39,0,0,212,0,0,0,0,0,0,0,49,0,53,75,0,53,0,0,71,55,0,0,384,0,924,346,0,0,76,38,214,78,0,787
4051880931.mzXML,0,0,0,0,0,83,827,33,33,0,0,0,56,0,0,0,0,316,711,0,0,0,0,42,0,0,0,0,0,0,45,0,0,0,84,0,0,0,0,0,0,0,66,0,0,0,0,0,500,71,40,42,0,48,0,0,0,85,0,0,0,0,0,38,0,0,35,0,0,122,55,101,0,0,0,0,0,0,0,55,48,0,0,0,0,45,0,30,47,57,0,38,0,178,0,0,0,0,35,0,85,111,32,0,96,53,0,48,78,48,0,0,0,0,0,34,34,172,113,0,0,0,0,0,0,0,0,58,0,0,0,0,0,102,0,38,0,0,0,0,0,35,0,38,52,0,54,0,0,49,31,0,0,377,0,437,216,0,0,41,0,131,43,0,688
4053745945.mzXML,0,52,0,0,0,115,956,0,55,0,0,0,53,47,0,0,0,456,2133,0,0,0,0,48,0,0,0,0,0,60,151,0,0,0,126,47,0,0,0,0,0,59,224,0,0,0,0,0,471,152,0,106,0,71,0,0,69,206,0,0,0,0,0,114,0,0,0,0,0,137,73,131,0,57,0,0,0,0,0,195,52,0,0,0,0,123,56,0,99,69,0,102,0,526,0,0,0,0,72,0,133,194,59,0,305,64,0,148,91,82,0,0,0,0,0,70,50,230,322,56,0,0,0,0,0,0,0,87,0,0,0,0,0,263,0,0,47,0,57,0,0,102,0,83,164,0,82,0,0,154,59,0,0,334,0,701,666,0,48,121,50,256,111,0,754
4050196027.mzXML,0,61,0,40,0,127,1066,45,69,0,0,35,63,66,0,44,0,560,2518,0,0,40,0,60,0,34,0,0,0,57,177,34,0,0,165,53,0,42,40,0,0,70,265,0,38,0,37,0,578,187,44,126,43,79,0,0,85,256,47,38,0,0,36,146,0,0,44,35,0,168,102,151,0,75,0,0,0,0,33,230,55,0,33,0,0,140,69,63,109,94,0,107,0,614,55,42,0,0,88,50,155,214,66,0,347,70,0,168,120,112,34,33,38,0,35,82,60,291,354,53,0,0,33,0,0,0,0,103,41,0,51,0,0,328,0,34,55,0,66,35,39,121,0,107,208,36,66,0,0,172,64,36,0,347,0,1076,783,0,55,129,56,317,135,35,721
4053751812.mzXML,0,54,0,0,0,142,1140,0,56,0,0,0,57,62,0,0,0,469,2073,0,0,0,0,60,0,0,0,0,0,63,148,0,0,0,153,53,0,0,0,0,0,60,215,0,0,0,0,0,735,165,0,127,0,78,0,0,74,203,0,0,0,0,0,147,0,0,0,0,0,175,89,167,0,74,0,0,0,0,0,218,66,0,0,0,0,136,55,58,103,100,0,91,0,511,0,0,0,0,77,0,134,212,73,0,289,76,0,157,103,88,0,0,0,0,0,72,63,230,295,0,0,0,0,0,0,0,0,89,0,0,53,0,0,283,0,0,0,0,64,0,0,99,0,94,183,0,80,0,0,146,0,0,0,462,0,856,709,0,0,123,0,265,116,0,921
4053750778.mzXML,0,74,0,0,0,146,1177,44,63,0,0,0,59,70,0,52,0,597,2482,0,0,0,0,81,0,0,0,0,0,63,169,43,0,0,177,59,0,46,42,0,0,71,228,0,0,0,0,0,967,208,45,120,50,96,0,0,74,235,45,43,0,0,0,144,0,0,47,0,0,192,96,170,0,75,0,0,0,0,0,227,68,0,0,0,0,141,66,69,117,109,0,114,0,629,64,42,0,0,83,47,181,232,67,0,340,91,0,159,133,113,0,0,44,0,0,82,75,295,329,57,0,0,0,0,0,0,0,110,44,0,52,0,0,332,0,0,56,0,65,0,42,111,0,104,196,0,76,0,0,174,69,0,0,524,0,1184,763,0,51,129,54,311,136,0,1071
4051880978.mzXML,0,0,0,0,0,130,1189,0,0,0,0,0,0,0,0,0,0,340,1099,0,0,0,0,61,0,0,0,0,0,0,67,0,0,0,136,0,0,0,0,0,0,0,98,0,0,0,0,0,553,108,0,67,0,68,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,200,84,169,0,0,0,0,0,0,0,105,71,0,0,0,0,64,0,0,0,83,0,0,0,280,0,0,0,0,0,0,107,151,0,0,158,68,0,80,112,79,0,0,0,0,0,0,0,233,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,58,81,0,75,0,0,71,0,0,0,528,0,765,335,0,0,77,0,193,0,0,947
4050196101.mzXML,0,0,0,0,0,147,1325,0,0,0,0,0,54,60,0,0,0,447,1684,0,0,0,0,61,0,0,0,0,0,0,113,0,0,0,146,0,0,0,0,0,0,0,161,0,0,0,0,0,759,151,0,89,0,84,0,0,52,156,0,0,0,0,0,88,0,0,0,0,0,211,82,187,0,0,0,0,0,0,0,149,68,0,0,0,0,93,0,0,77,99,0,74,0,395,0,0,0,0,58,0,120,180,55,0,249,71,0,120,117,82,0,0,0,0,0,55,65,240,224,0,0,0,0,0,0,0,0,75,0,0,0,0,0,238,0,0,0,0,0,0,0,67,0,73,136,0,81,0,0,118,55,0,0,526,0,946,524,0,0,103,0,225,86,0,975
4050201919.mzXML,0,50,0,35,0,121,1092,42,57,0,0,0,38,50,0,33,0,478,1924,0,0,0,0,44,0,0,0,0,0,56,131,31,0,0,131,50,0,35,0,0,0,53,188,0,0,0,33,0,586,148,43,99,32,75,0,0,59,188,34,34,0,0,33,111,0,0,44,0,0,168,83,143,0,50,0,0,0,0,0,178,56,0,0,0,0,89,45,45,86,69,0,81,0,472,43,34,0,0,55,38,131,203,61,0,268,73,0,135,107,82,0,0,37,0,0,61,58,247,264,46,0,0,0,0,0,0,0,78,34,0,44,0,0,262,0,0,41,0,57,34,35,85,0,91,146,0,67,0,0,131,57,0,0,262,0,804,618,0,42,100,39,250,94,0,848
4050201931.mzXML,0,0,0,0,0,147,1213,0,0,0,0,0,70,0,0,0,0,471,1659,0,0,0,0,65,0,0,0,0,0,0,115,0,0,0,153,0,0,0,0,0,0,0,182,0,0,0,0,0,589,146,0,99,0,74,0,0,59,177,0,0,0,0,0,94,0,0,0,0,0,183,83,160,0,0,0,0,0,0,0,152,77,0,0,0,0,96,0,62,82,103,0,76,0,420,0,0,0,0,0,0,126,196,62,0,238,76,0,133,116,103,0,0,0,0,0,65,65,241,270,0,0,0,0,0,0,0,0,75,0,0,0,0,0,247,0,0,0,0,0,0,0,78,0,67,134,0,81,0,0,112,0,0,0,567,0,837,542,0,0,98,0,235,95,0,948
4050201943.mzXML,0,57,0,0,0,146,1245,0,59,0,0,0,65,62,0,0,0,552,2322,0,0,0,0,78,0,0,0,0,0,58,170,0,0,0,177,0,0,0,0,0,0,61,211,0,0,0,0,0,600,185,0,115,0,89,0,0,67,218,0,0,0,0,0,127,0,0,0,0,0,173,97,146,0,0,0,0,0,0,0,205,69,0,0,0,0,121,61,61,108,103,0,104,0,585,61,0,0,0,78,0,146,234,71,0,313,84,0,160,141,112,0,0,0,0,0,70,68,313,290,0,0,0,0,0,0,0,0,94,0,0,0,0,0,311,0,0,0,0,64,0,0,112,0,106,191,0,85,0,0,164,78,0,0,546,0,1203,761,0,0,122,0,296,122,0,971
4050202064.mzXML,0,0,0,0,0,134,1231,0,0,0,0,0,0,0,0,0,0,342,1560,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,110,0,0,0,0,0,0,0,167,0,0,0,0,0,556,120,0,79,0,58,0,0,0,141,0,0,0,0,0,107,0,0,0,0,0,173,71,158,0,0,0,0,0,0,0,138,58,0,0,0,0,93,0,0,64,81,0,70,0,393,0,0,0,0,0,0,96,172,56,0,211,63,0,107,82,0,0,0,0,0,0,0,0,195,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,57,0,68,111,0,87,0,0,107,0,0,0,418,0,573,525,0,0,98,0,186,83,0,849
4050202076.mzXML,0,46,0,33,26,91,634,33,49,23,24,30,42,46,0,34,0,451,2014,0,0,32,0,34,0,21,0,0,0,49,136,26,0,0,138,42,21,32,25,22,21,56,186,0,28,0,26,0,461,144,38,87,32,66,0,0,59,194,38,33,0,27,27,99,0,0,35,22,0,125,69,96,0,47,0,0,0,0,31,164,43,0,29,0,0,106,55,42,101,60,0,83,0,464,40,37,0,0,59,33,120,179,57,0,267,52,0,145,97,79,24,26,38,23,25,61,42,202,243,47,0,0,29,0,24,0,0,82,34,0,43,0,0,261,0,25,46,0,53,28,34,96,0,71,158,26,49,24,24,131,52,21,0,221,0,712,631,0,37,112,43,215,105,25,615
4050202088.mzXML,0,0,0,0,0,136,1219,0,0,0,0,0,50,49,0,0,0,391,1569,0,0,0,0,57,0,0,0,0,0,49,86,0,0,0,118,0,0,0,0,0,0,0,158,0,0,0,0,0,514,129,0,93,0,65,0,0,52,142,0,0,0,0,0,81,0,0,0,0,0,193,78,176,0,50,0,0,0,0,0,123,65,0,0,0,0,86,0,0,67,82,0,67,0,327,0,0,0,0,64,0,109,174,57,0,206,74,0,98,106,77,0,0,0,0,0,53,0,241,233,0,0,0,0,0,0,0,0,71,0,0,0,0,0,196,0,0,0,0,0,0,0,62,0,58,104,0,75,0,0,94,0,0,0,421,0,788,424,0,0,97,0,216,76,0,913
4050202100.mzXML,0,0,0,0,0,163,1320,0,0,0,0,0,0,65,0,0,0,517,1984,0,0,0,0,68,0,0,0,0,0,0,105,0,0,0,153,0,0,0,0,0,0,63,196,0,0,0,0,0,683,167,0,97,0,89,0,0,63,182,0,0,0,0,0,108,0,0,0,0,0,166,87,184,0,0,0,0,0,0,0,158,68,0,0,0,0,116,0,61,103,103,0,85,0,416,0,0,0,0,71,0,152,191,61,0,270,82,0,147,112,97,0,0,0,0,0,74,69,240,288,0,0,0,0,0,0,0,0,94,0,0,0,0,0,281,0,0,0,0,0,0,0,79,0,66,134,0,85,0,0,117,62,0,0,589,0,1044,556,0,0,117,0,261,99,0,1075
4050201920.mzXML,0,0,0,0,0,114,820,0,0,0,0,0,0,0,0,0,0,230,662,0,0,0,0,55,0,0,0,0,0,0,47,0,0,0,101,0,0,0,0,0,0,0,93,0,0,0,0,0,400,78,0,0,0,56,0,0,0,72,0,0,0,0,0,62,0,0,0,0,0,93,61,117,0,0,0,0,0,0,0,69,46,0,0,0,0,70,0,0,43,77,0,0,0,155,0,0,0,0,0,0,63,95,0,0,128,0,0,69,62,54,0,0,0,0,0,0,43,121,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,50,0,63,0,0,52,41,0,0,324,0,498,199,0,0,46,0,141,42,0,344
4050195640.mzXML,0,54,0,0,0,135,1037,45,61,0,0,0,64,59,0,0,0,499,2120,0,0,0,0,69,0,0,0,0,0,60,136,0,0,0,172,45,0,46,45,0,0,53,198,0,0,0,0,0,816,165,0,103,0,93,0,0,61,187,0,0,0,0,0,110,0,0,52,0,0,179,92,171,0,49,0,0,0,0,0,173,60,0,0,0,0,111,46,59,101,99,0,84,0,459,53,0,0,0,69,47,154,201,60,0,270,78,0,133,128,102,0,0,0,0,0,61,69,290,279,47,0,0,0,0,0,0,0,89,0,0,48,0,0,270,0,0,0,0,50,0,0,86,0,88,151,0,71,0,0,142,74,0,0,518,0,1143,610,0,46,113,0,255,104,0,968
4050195664.mzXML,0,43,0,0,0,119,896,0,43,0,0,0,53,46,0,0,0,421,1644,0,0,0,0,58,0,0,0,0,0,44,95,0,0,0,140,0,0,0,0,0,0,0,171,0,0,0,0,0,567,124,0,78,0,75,0,0,50,158,0,0,0,0,0,79,0,0,44,0,0,154,72,126,0,51,0,0,0,0,0,118,51,0,0,0,0,90,0,53,85,74,0,79,0,376,42,0,0,0,58,0,96,151,49,0,242,74,0,96,101,94,0,0,0,0,0,49,47,225,236,0,0,0,0,0,0,0,0,68,0,0,0,0,0,171,0,0,0,0,0,0,0,77,0,60,104,0,61,0,0,91,51,0,0,481,0,892,471,0,0,93,43,224,75,0,936
4050195868.mzXML,0,0,0,0,0,133,1089,0,0,0,0,0,0,0,0,0,0,419,1564,0,0,0,0,55,0,0,0,0,0,0,102,0,0,0,141,0,0,0,0,0,0,0,156,0,0,0,0,0,522,135,0,94,0,72,0,0,0,130,0,0,0,0,0,100,0,0,0,0,0,150,76,133,0,0,0,0,0,0,0,146,58,0,0,0,0,107,0,52,83,96,0,77,0,428,0,0,0,0,60,0,127,188,58,0,226,78,0,116,102,91,0,0,0,0,0,0,53,230,243,0,0,0,0,0,0,0,0,71,0,0,0,0,0,215,0,0,0,0,0,0,0,65,0,73,120,0,83,0,0,104,0,0,0,515,0,684,530,0,0,97,0,226,85,0,950
4050195880.mzXML,0,64,0,39,0,116,796,36,58,0,0,0,65,65,0,49,0,558,2578,0,0,38,0,61,0,0,0,0,0,59,169,0,0,0,160,58,0,38,37,0,0,79,253,0,39,0,0,0,677,190,54,121,44,79,0,0,84,239,42,36,0,0,0,131,0,0,40,35,0,142,93,127,0,82,0,0,0,0,38,209,47,0,0,0,0,152,69,67,113,97,0,107,0,579,56,46,0,0,81,43,167,208,62,0,338,74,0,181,111,115,37,0,41,34,0,82,55,246,358,54,0,0,0,0,0,0,0,108,38,0,51,0,0,329,0,38,52,0,67,37,49,123,0,87,193,0,61,0,0,172,62,36,0,478,0,1079,763,0,48,131,60,306,146,0,842
4050195617.mzXML,0,31,0,0,0,99,959,32,28,0,0,0,54,31,0,28,0,367,1003,0,0,0,0,41,0,0,0,0,0,36,76,0,0,0,111,31,0,29,0,0,0,28,102,0,0,0,0,0,404,86,39,71,0,62,0,0,39,116,0,0,0,0,0,66,0,0,34,0,0,155,83,126,0,35,0,0,0,0,0,96,54,0,0,0,0,61,0,32,52,62,0,54,0,272,0,0,0,0,43,31,97,146,48,0,144,58,0,78,89,53,0,0,0,0,0,44,50,186,163,0,0,0,0,0,0,0,0,51,0,0,0,0,0,139,0,35,0,0,0,0,0,46,0,54,77,0,56,0,0,72,41,0,0,203,0,578,340,0,0,59,30,157,63,0,721
4050195629.mzXML,0,43,0,0,0,105,935,0,38,0,0,0,60,0,0,0,0,376,1153,0,0,0,0,43,0,0,0,0,0,39,68,0,0,0,113,41,0,0,0,0,0,38,116,0,0,0,0,0,441,98,0,62,0,62,0,0,40,117,0,0,0,0,0,61,0,0,36,0,0,141,80,113,0,42,0,0,0,0,0,84,57,0,0,0,0,76,0,36,65,61,0,53,0,228,0,0,0,0,49,0,100,148,41,0,162,54,0,91,90,59,0,0,0,0,0,47,54,197,188,0,0,0,0,0,0,0,0,59,0,0,0,0,0,174,0,0,0,0,0,0,0,46,0,49,64,0,61,0,0,72,42,0,0,304,0,543,323,0,0,80,0,188,61,0,776
4050195641.mzXML,0,59,0,32,0,122,1004,41,60,0,0,0,72,59,0,40,0,558,2357,0,0,35,0,60,0,0,0,0,0,53,151,37,0,0,173,53,0,45,38,0,0,69,216,0,36,0,40,0,639,177,45,103,34,86,0,0,69,214,38,40,0,38,39,115,0,0,52,0,0,176,92,142,0,62,0,0,0,0,34,175,58,0,31,0,0,130,59,60,119,85,0,97,0,485,55,42,0,0,79,46,116,179,58,0,296,75,0,165,129,108,0,0,37,0,31,82,65,276,316,56,0,0,0,0,0,0,0,103,38,0,38,0,0,291,0,37,46,0,56,0,37,100,0,90,165,0,62,0,0,133,63,31,0,391,0,1041,711,0,50,119,54,276,119,0,754
