filename,Black Tea,Black tea,Green tea,Matcha tea,Oolong tea,Pu'er tea,apple,apple_cider,apricot,banana,beef,beer,blueberry,butter,cabernet sauvignon,carrot,celery,cherry tomato,chicken thigh,coffee,corn,corn husk,cowpea,cream_cow,cucumber,dragonfruit,durum wheat,egg_chicken,eye,fins,grape,honey,marchigiana beef,meat,milk_cow,milk_goat,orange,organ,peanut,pork,pork shoulder,quinoa,red raspberry,self caught fish,shoulder chops,shoulder roast,skin,soda,soybean,spleen,steak,strawberry,tomato,wheat,white onion,yogurt_cow
ADNI_Go2_P03_E11.mzXML,0,0,0,0,0,0,84,420,0,0,169,47,0,0,0,35,0,147,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,467
ADNI_Go2_P03_E12.mzXML,0,34,0,0,0,0,88,652,0,0,196,55,0,0,0,40,0,171,0,168,39,0,42,0,0,0,0,39,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,33,59,0,0,0,0,37,0,0,481
ADNI_Go2_P03_F01.mzXML,0,0,0,0,0,0,85,423,0,0,104,47,0,0,0,36,0,146,0,212,0,0,0,0,0,0,0,33,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,281
ADNI_Go2_P03_F02.mzXML,0,0,0,0,0,0,92,588,0,0,200,47,0,0,0,0,0,154,0,172,0,0,40,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,397
ADNI_Go2_P03_F03.mzXML,0,37,0,0,0,0,90,610,0,0,191,56,0,0,0,40,0,170,0,233,0,0,0,0,0,0,0,40,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,532
ADNI_Go2_P03_F04.mzXML,0,0,0,0,38,0,94,623,0,0,123,50,0,0,0,0,0,164,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,354
ADNI_Go2_P03_F05.mzXML,0,0,0,0,0,0,93,666,0,0,196,54,0,0,0,42,0,154,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,493
ADNI_Go2_P03_F06.mzXML,0,0,0,0,0,0,86,524,0,0,211,56,0,0,0,43,0,163,0,177,35,0,38,0,0,0,0,40,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,37,0,0,424
ADNI_Go2_P03_F07.mzXML,0,43,0,0,0,0,86,597,0,0,228,65,0,0,0,44,0,267,0,169,41,0,42,0,0,0,0,43,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,37,56,0,0,0,0,41,0,0,574
ADNI_Go2_P03_F08.mzXML,0,0,0,0,0,0,102,703,0,0,184,50,0,0,0,0,0,163,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,540
ADNI_Go2_P03_F09.mzXML,0,0,0,0,0,0,94,664,0,0,154,50,0,0,0,38,0,157,0,168,0,0,0,0,0,0,0,35,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,34,0,60,0,0,0,0,0,0,0,330
ADNI_Go2_P03_F10.mzXML,0,32,0,0,0,0,88,522,0,0,197,57,0,0,0,42,0,294,0,165,40,0,45,0,0,0,0,37,31,0,0,0,0,0,147,31,0,0,0,0,0,0,0,0,0,31,31,55,0,0,0,0,43,0,0,475
ADNI_Go2_P03_F11.mzXML,0,0,0,0,0,0,90,556,0,0,185,51,0,0,0,35,0,194,0,169,40,0,50,0,0,0,0,0,0,0,0,0,0,0,152,35,0,0,0,0,0,0,0,32,0,0,0,63,0,0,0,0,33,0,0,449
ADNI_Go2_P03_F12.mzXML,0,44,0,0,0,0,90,595,0,0,195,49,0,0,0,45,0,159,0,174,39,0,41,0,0,0,0,43,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,42,61,0,0,0,0,0,0,0,468
ADNI_Go2_P03_G01.mzXML,0,0,0,0,0,0,95,625,0,0,117,52,0,0,0,42,0,148,0,163,34,0,36,0,30,0,0,42,35,0,0,0,0,0,100,0,0,0,0,0,0,0,0,33,0,30,33,60,0,0,0,0,0,0,0,242
ADNI_Go2_P03_G02.mzXML,0,0,0,0,0,0,92,676,0,0,156,50,0,0,0,0,0,171,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,402
ADNI_Go2_P03_G03.mzXML,0,0,0,0,0,0,95,624,0,0,183,49,0,0,0,38,0,160,0,167,0,0,0,0,0,0,0,34,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,36,0,58,0,0,0,0,0,0,0,425
ADNI_Go2_P03_G04.mzXML,0,0,0,0,0,0,88,613,0,0,157,48,0,0,0,38,0,140,0,168,0,0,38,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,329
ADNI_Go2_P03_G05.mzXML,0,46,0,0,41,0,78,487,0,0,179,48,0,0,0,0,0,148,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,442
ADNI_Go2_P03_G06.mzXML,0,49,0,0,0,0,91,614,0,0,161,47,0,0,0,45,0,179,0,180,42,0,0,0,0,0,0,44,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,463
ADNI_Go2_P03_G07.mzXML,39,44,0,0,0,0,103,814,0,0,229,65,35,34,0,54,0,268,0,175,55,0,57,0,40,0,0,53,40,0,0,40,0,41,159,0,0,0,0,0,0,0,0,41,0,37,41,62,0,0,0,0,45,0,33,535
ADNI_Go2_P03_G08.mzXML,42,61,34,0,0,0,105,766,0,0,208,68,43,0,0,64,0,323,0,238,62,0,65,0,44,0,0,60,42,0,0,36,0,40,148,0,0,0,0,0,0,0,0,37,0,34,41,62,0,0,0,35,53,0,0,509
ADNI_Go2_P03_G09.mzXML,0,0,0,0,0,0,86,624,0,0,200,60,0,0,0,45,0,174,0,168,36,0,41,0,33,0,0,41,29,0,0,0,0,32,152,31,0,0,0,0,0,0,0,34,0,34,31,60,0,0,0,0,32,0,0,420
ADNI_Go2_P03_G10.mzXML,39,31,0,0,0,0,99,717,0,0,216,71,34,32,0,59,0,279,0,174,55,0,55,0,45,0,0,58,40,33,30,37,0,45,152,32,0,0,0,0,0,0,0,41,0,37,42,63,0,0,0,36,54,0,33,475
ADNI_Go2_P03_G11.mzXML,0,36,0,0,0,0,82,437,0,0,184,56,0,0,0,44,0,186,0,155,34,0,30,0,30,0,0,41,30,0,0,0,0,0,136,0,0,0,0,0,0,0,0,30,0,29,34,58,0,0,0,0,34,0,0,389
ADNI_Go2_P03_G12.mzXML,0,0,0,0,0,0,86,561,0,0,144,49,0,0,0,36,0,178,0,167,34,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,318
ADNI_Go2_P03_H01.mzXML,0,38,0,0,37,0,99,710,0,0,130,44,0,0,0,39,0,207,0,181,49,0,49,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,325
ADNI_Go2_P03_H02.mzXML,0,0,0,0,0,0,92,662,0,0,180,48,0,0,0,35,0,182,0,166,37,0,38,0,0,0,0,0,0,0,0,0,0,0,147,34,0,0,0,0,0,0,0,0,0,31,0,57,0,0,0,0,35,0,0,450
ADNI_Go2_P03_H03.mzXML,39,44,0,0,0,0,97,583,0,0,214,59,36,0,0,54,0,321,0,169,59,0,58,0,40,0,0,50,41,0,0,37,0,36,149,33,0,0,0,0,0,0,0,37,0,34,43,55,0,0,0,32,51,0,0,542
ADNI_Go2_P03_H04.mzXML,0,0,0,0,0,0,101,714,0,0,202,61,0,0,0,54,0,254,0,174,43,0,37,0,36,0,0,47,37,0,0,0,0,0,153,0,0,0,0,0,0,0,0,41,0,41,37,62,0,0,0,0,40,0,0,472
ADNI_Go2_P03_H05.mzXML,0,60,0,0,0,0,109,820,0,0,221,71,0,0,0,62,0,308,0,185,56,0,51,0,43,0,0,56,42,0,0,0,0,42,165,0,0,0,0,0,0,0,0,41,0,0,44,66,0,0,0,0,61,0,0,607
ADNI_Go2_P03_H06.mzXML,0,0,0,0,0,0,77,374,0,0,96,35,0,0,0,32,0,132,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,184
ADNI_Go2_P03_H07.mzXML,34,58,30,0,0,0,100,548,0,0,227,67,32,0,0,58,0,343,0,161,54,0,42,0,41,0,0,53,36,0,0,32,0,35,167,35,0,0,0,0,0,0,0,33,0,33,39,57,0,0,0,0,54,0,0,607
ADNI_Go2_P03_H08.mzXML,0,34,0,0,0,0,94,637,0,0,205,52,0,0,0,49,0,183,0,175,44,0,53,0,32,0,0,47,38,0,0,0,0,35,152,0,0,0,0,0,0,0,0,38,0,35,39,55,0,0,0,0,37,0,0,487
ADNI_Go2_P03_H09.mzXML,0,0,0,0,0,0,96,609,0,0,179,45,0,0,0,41,0,183,0,172,43,0,42,0,0,0,0,37,35,0,0,0,0,0,149,0,0,0,0,0,0,0,0,38,0,34,33,55,0,0,0,0,34,0,0,422
ADNI_Go2_P03_H10.mzXML,0,0,0,0,0,0,86,585,0,0,152,54,0,0,0,41,0,143,0,166,0,0,0,0,0,0,0,35,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,33,0,0,329
ADNI_Go2_P03_H11.mzXML,0,0,0,0,0,0,63,231,0,0,97,37,0,0,0,32,0,125,0,149,0,0,0,0,0,0,0,27,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,136
ADNI_Go2_P03_H12.mzXML,0,34,0,0,0,0,99,731,0,0,191,55,0,0,0,49,0,183,0,175,46,0,40,0,0,0,0,47,37,0,0,0,0,35,155,0,0,0,0,0,0,0,0,39,0,36,40,60,0,0,0,0,38,0,0,484
Blank_Inj_P03_01.mzXML,0,0,0,0,0,0,78,395,0,0,102,38,0,0,0,32,0,126,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,196
Blank_Inj_P03_02.mzXML,0,0,0,0,37,0,81,368,0,0,103,38,0,0,0,0,0,126,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,262
Blank_Inj_P03_03.mzXML,0,0,0,0,40,0,80,296,0,0,101,38,0,0,0,0,0,136,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,267
Blank_Inj_P03_04.mzXML,0,61,0,0,61,50,78,294,0,0,115,0,0,0,0,0,0,139,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,348
Blank_Inj_P03_05.mzXML,0,0,0,0,0,0,77,339,0,0,105,40,0,0,0,0,0,134,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,194
Blank_Inj_P03_06.mzXML,0,51,0,0,52,0,84,419,0,0,116,0,0,0,0,0,0,142,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,329
Blank_Inj_P03_07.mzXML,0,46,0,0,47,0,81,341,0,0,105,0,0,0,0,0,0,131,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,305
Blank_Inj_P03_08.mzXML,0,0,0,0,0,0,70,281,0,0,98,38,0,0,0,31,0,131,0,151,0,0,0,0,0,0,0,27,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,140
Blank_Inj_P03_09.mzXML,0,0,0,0,0,0,78,353,0,0,99,38,0,0,0,32,0,131,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,186
Blank_Inj_P03_10.mzXML,0,47,0,0,47,41,79,354,0,0,111,0,0,0,0,0,0,138,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,267
Blank_Inj_P03_11.mzXML,0,32,0,0,36,0,72,293,0,0,101,38,0,0,0,31,0,141,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,213
Blank_Inj_P03_12.mzXML,0,0,0,0,28,0,76,370,0,0,99,38,0,0,0,32,0,132,0,212,0,0,0,0,0,0,0,28,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,137
Blank_Inj_P03_13.mzXML,0,0,0,0,0,0,76,341,0,0,100,38,0,0,0,32,0,139,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,191
Blank_Inj_P03_14.mzXML,0,0,0,0,28,0,70,294,0,0,96,38,0,0,0,31,0,134,0,150,0,0,0,0,0,0,0,28,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,175
Blank_Inj_P03_15.mzXML,0,0,0,0,25,0,69,259,0,0,96,35,0,0,0,31,0,133,0,150,0,0,0,0,0,0,0,25,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,142
Blank_Inj_P03_16.mzXML,0,26,0,0,28,0,70,296,0,0,99,38,0,0,0,31,0,135,0,215,0,0,0,0,0,0,0,27,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,142
Blank_Inj_P03_17.mzXML,0,0,0,0,0,0,67,277,0,0,98,38,0,0,0,31,0,123,0,150,0,0,0,0,0,0,0,27,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,140
Blank_Inj_P03_18.mzXML,0,0,0,0,0,0,71,274,0,0,100,38,0,0,0,30,0,128,0,152,0,0,0,0,0,0,0,25,24,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,24,24,45,0,0,0,0,0,0,0,152
Blank_Inj_P03_19.mzXML,0,0,0,0,0,0,70,304,0,0,100,37,0,0,0,33,0,133,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,142
QC_Mix_P03_01_Start.mzXML,0,0,0,0,0,0,110,717,0,0,121,50,0,0,0,46,0,153,0,168,0,0,0,0,0,0,0,44,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,390
QC_Mix_P03_02_Middle.mzXML,0,0,0,0,0,0,107,853,0,0,121,50,0,0,0,45,0,149,0,166,0,0,0,0,0,0,0,44,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,322
QC_Mix_P03_03_End.mzXML,0,62,0,0,63,0,109,686,0,0,132,0,0,0,0,0,0,171,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,493
ADNI_Go2_P04_A01.mzXML,24,0,0,0,0,0,86,674,0,0,121,50,24,24,0,41,0,138,0,169,33,0,35,0,29,0,0,37,34,0,0,26,0,0,97,0,0,0,0,0,0,0,0,32,0,29,31,51,0,0,0,27,28,0,0,176
ADNI_Go2_P04_A02.mzXML,0,44,0,0,0,0,99,729,0,0,213,58,0,0,0,56,0,273,0,224,48,0,0,0,0,0,0,55,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,43,61,0,0,0,0,43,0,0,497
ADNI_Go2_P04_A03.mzXML,0,0,0,0,0,0,106,786,0,0,232,61,0,0,0,47,0,203,0,181,49,0,64,0,0,0,0,49,41,0,0,36,0,39,160,0,0,0,0,0,0,0,0,40,0,37,42,63,0,0,0,0,39,0,0,535
ADNI_Go2_P04_A04.mzXML,0,46,0,0,0,0,97,577,0,0,235,69,0,0,0,58,0,309,0,159,49,0,42,0,41,0,0,51,35,0,0,32,0,36,175,36,0,0,0,0,0,0,0,35,0,35,37,65,0,0,0,0,51,0,0,537
ADNI_Go2_P04_A05.mzXML,0,49,0,0,0,0,87,604,0,0,171,55,0,0,0,0,0,184,0,176,0,0,0,0,0,0,0,45,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,492
ADNI_Go2_P04_A06.mzXML,0,0,0,0,0,0,90,622,0,0,192,53,0,0,0,42,0,155,0,167,0,0,43,0,0,0,0,34,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,35,58,0,0,0,0,36,0,0,427
ADNI_Go2_P04_A07.mzXML,0,0,0,0,0,0,97,605,0,0,197,55,0,0,0,0,0,151,0,163,0,0,49,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,498
ADNI_Go2_P04_A08.mzXML,0,36,0,0,0,0,105,723,0,0,196,58,0,0,0,52,0,195,0,173,45,0,54,0,36,0,0,49,42,0,0,0,0,37,146,0,0,0,0,0,0,0,0,36,0,36,39,58,0,0,0,0,38,0,0,395
ADNI_Go2_P04_A09.mzXML,0,0,0,0,0,0,95,561,0,0,154,53,0,0,0,46,0,145,0,162,0,0,37,0,0,0,0,44,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,334
ADNI_Go2_P04_A10.mzXML,0,35,0,0,0,0,82,454,0,0,203,59,0,0,0,39,0,172,0,301,0,0,39,0,0,0,0,38,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,35,55,0,0,0,0,35,0,0,568
ADNI_Go2_P04_A11.mzXML,0,0,0,0,0,0,85,529,0,0,198,57,0,0,0,43,0,195,0,154,39,0,40,0,0,0,0,42,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,43,0,0,485
ADNI_Go2_P04_A12.mzXML,39,0,0,0,0,0,91,658,0,0,208,65,33,31,0,54,0,277,0,159,50,0,52,0,40,0,0,50,38,32,0,37,0,40,150,30,0,0,0,0,0,0,0,41,0,37,41,57,0,0,0,32,41,0,32,475
ADNI_Go2_P04_B01.mzXML,0,0,0,0,0,0,102,667,0,0,129,48,0,0,0,44,0,151,0,176,39,0,0,0,0,0,0,42,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,37,0,0,0,63,0,0,0,0,0,0,0,308
ADNI_Go2_P04_B02.mzXML,0,44,0,0,0,0,91,588,0,0,213,67,0,0,0,52,0,277,0,171,41,0,40,0,38,0,0,48,0,0,0,32,0,34,156,32,0,0,0,0,0,0,0,35,0,34,35,62,0,0,0,0,47,0,0,535
ADNI_Go2_P04_B03.mzXML,0,0,0,0,0,0,89,613,0,0,182,44,0,0,0,40,0,135,0,171,30,0,38,0,0,0,0,37,36,0,0,0,0,32,138,0,0,0,0,0,0,0,0,34,0,35,35,45,0,0,0,0,0,0,0,318
ADNI_Go2_P04_B04.mzXML,0,34,0,0,0,0,83,544,0,0,199,53,0,0,0,43,0,175,0,167,0,0,40,0,0,0,0,37,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,34,0,0,484
ADNI_Go2_P04_B05.mzXML,0,0,0,0,0,0,83,512,0,0,158,54,0,0,0,37,0,166,0,163,0,0,41,0,0,0,0,33,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,32,0,54,0,0,0,0,33,0,0,320
ADNI_Go2_P04_B06.mzXML,0,0,0,0,0,0,92,600,0,0,200,58,0,0,0,0,0,159,0,300,0,0,42,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,491
ADNI_Go2_P04_B07.mzXML,0,34,0,0,0,0,81,494,0,0,204,48,0,0,0,37,0,200,0,164,0,0,40,0,0,0,0,34,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,33,50,0,0,0,0,37,0,0,443
ADNI_Go2_P04_B08.mzXML,0,45,0,0,0,0,92,646,0,0,207,62,0,0,0,47,0,276,0,172,37,0,0,0,33,0,0,44,0,0,0,34,0,0,152,0,0,0,0,0,0,0,0,34,0,34,35,59,0,0,0,0,44,0,0,541
ADNI_Go2_P04_B09.mzXML,0,0,0,0,0,0,79,483,0,0,177,48,0,0,0,43,0,124,0,160,0,0,0,0,0,0,0,33,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,32,0,59,0,0,0,0,0,0,0,321
ADNI_Go2_P04_B10.mzXML,0,48,0,0,0,0,100,587,0,0,227,65,0,0,0,55,0,226,0,174,45,0,53,0,38,0,0,52,0,0,0,0,0,38,168,0,0,0,0,0,0,0,0,0,0,0,38,61,0,0,0,0,46,0,0,592
ADNI_Go2_P04_B11.mzXML,0,36,0,0,0,0,105,702,0,0,224,55,0,0,0,53,0,195,0,173,47,0,62,0,36,0,0,49,40,0,0,0,0,40,169,0,0,0,0,0,0,0,0,39,0,38,40,59,0,0,0,0,39,0,0,487
ADNI_Go2_P04_B12.mzXML,42,58,0,0,0,0,105,724,0,0,245,68,42,0,0,63,0,323,0,178,58,0,48,0,44,0,0,59,43,0,0,38,0,45,171,0,0,0,0,0,0,0,0,39,0,35,47,57,0,0,0,35,51,0,0,646
ADNI_Go2_P04_C01.mzXML,0,0,0,0,0,0,103,796,0,0,126,49,0,0,0,46,0,147,0,175,37,0,35,0,0,0,0,41,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,37,0,0,0,55,0,0,0,0,0,0,0,245
ADNI_Go2_P04_C02.mzXML,0,44,0,0,0,0,90,562,0,0,231,70,0,0,0,56,0,270,0,171,43,0,38,0,36,0,0,48,36,0,0,0,0,34,158,34,0,0,0,0,0,0,0,33,0,32,37,60,0,0,0,0,45,0,0,536
ADNI_Go2_P04_C03.mzXML,0,34,0,0,0,0,84,573,0,0,162,52,0,0,0,39,0,178,0,169,34,0,37,0,0,0,0,38,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,38,0,0,391
ADNI_Go2_P04_C04.mzXML,0,0,0,0,0,0,93,726,0,0,178,65,0,0,0,50,0,252,0,176,39,0,42,0,33,0,0,42,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,42,0,0,386
ADNI_Go2_P04_C05.mzXML,0,0,0,0,0,0,111,722,0,0,189,52,0,0,0,53,0,213,0,175,47,0,62,0,0,0,0,49,37,0,0,0,0,0,150,0,0,0,0,0,0,0,0,40,0,37,0,58,0,0,0,0,39,0,0,446
ADNI_Go2_P04_C06.mzXML,0,0,0,0,0,0,109,731,0,0,199,54,0,0,0,48,0,179,0,176,43,0,50,0,0,0,0,49,0,0,0,0,0,37,156,0,0,0,0,0,0,0,0,40,0,38,39,60,0,0,0,0,37,0,0,539
ADNI_Go2_P04_C07.mzXML,0,0,0,0,0,0,90,616,0,0,154,50,0,0,0,36,0,148,0,168,0,0,0,0,0,0,0,34,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,33,0,58,0,0,0,0,0,0,0,331
ADNI_Go2_P04_C08.mzXML,0,47,0,0,36,0,76,465,0,0,162,50,0,0,0,38,0,165,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,359
ADNI_Go2_P04_C09.mzXML,0,36,0,0,0,0,81,586,0,0,196,52,0,0,0,39,0,182,0,165,32,0,34,0,26,0,0,35,27,0,0,0,0,28,155,26,0,0,0,0,0,0,0,26,0,30,28,52,0,0,0,0,31,0,0,461
ADNI_Go2_P04_C10.mzXML,0,34,0,0,0,0,85,609,0,0,193,57,0,0,0,39,0,161,0,168,36,0,43,0,0,0,0,40,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,34,59,0,0,0,0,34,0,0,482
ADNI_Go2_P04_C11.mzXML,0,36,0,0,0,0,91,566,0,0,185,57,0,0,0,47,0,197,0,155,34,0,35,0,0,0,0,41,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,35,0,0,395
ADNI_Go2_P04_C12.mzXML,0,35,0,0,0,0,82,615,0,0,158,55,0,0,0,39,0,176,0,172,31,0,0,0,0,0,0,37,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,34,0,0,391
ADNI_Go2_P04_D01.mzXML,0,0,0,0,0,0,90,567,0,0,129,52,0,0,0,0,0,138,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,284
ADNI_Go2_P04_D02.mzXML,0,0,0,0,0,0,101,783,0,0,200,55,0,0,0,0,0,166,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,496
ADNI_Go2_P04_D03.mzXML,30,43,0,0,0,0,86,578,0,0,166,63,0,0,0,46,0,261,0,164,38,0,0,0,32,0,0,44,29,0,0,30,0,0,126,0,0,0,0,0,0,0,0,29,0,30,30,56,0,0,0,0,38,0,0,422
ADNI_Go2_P04_D04.mzXML,0,0,0,0,0,0,89,594,0,0,196,53,0,0,0,46,0,224,0,166,39,0,45,0,0,0,0,38,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,34,0,33,0,58,0,0,0,0,40,0,0,378
ADNI_Go2_P04_D05.mzXML,0,0,0,0,0,0,83,571,0,0,158,51,0,0,0,36,0,166,0,169,0,0,39,0,0,0,0,31,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,34,0,0,331
ADNI_Go2_P04_D06.mzXML,0,0,0,0,0,0,96,653,0,0,166,51,0,0,0,42,0,159,0,174,40,0,63,0,0,0,0,40,40,0,0,0,0,0,129,0,0,0,0,0,0,0,0,32,0,32,34,54,0,0,0,0,35,0,0,333
ADNI_Go2_P04_D07.mzXML,0,0,0,0,0,0,84,560,0,0,155,43,0,0,0,36,0,163,0,170,0,0,38,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,35,0,0,333
ADNI_Go2_P04_D08.mzXML,0,0,0,0,0,0,84,578,0,0,190,52,0,0,0,35,0,153,0,168,0,0,39,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,423
